Review Teks;Rating;Label;;;;;;;
koleksi lagunya banyak, dan yg terpenting halal. karna lagu2nya bukan bajakan. mari dukung music Indonesia dengan menggunakan aplikasi musik yang berbayar.,5;5;Positive;;;;;;;
Enak banget buat dengerin lagu maupun podcast suka banget ama ini, aku rekomendasi kan buat kalian yang suka banget dengerin musik.,5;5;Positive;;;;;;;
apk nya bagus, udah terbaik buat dengerin musik. But, iklannya ngga ngotak, kebanyakan. Belum 30 menit dengerin lagu udh ada iklan, tiap 2-4 lagu pasti ada 30 detik iklan. Itu ganggu, tolong aja iklannya dikurangin. Terus, bug nya udh semakin besar, kayak engga ada perbaikan pas update. Liriknya bahkan engga ada, ngga bisa dimuat padahal jaringan baik-baik aja.,3;3;Negative;;;;;;;
Aplikasinya bagus tapi tolong setiap aku pencet lagu yang aku suka mesti suruh jelajahi yang premium terus aku pencet tutup lagunya gak ke pencet😡😫 sampe frustasi aku mau hapus aja,4;4;Positive;;;;;;;
"Mohon dari pihak developer Spotify AB, kenapa setelah saya update spotify saya saat saya memutar lagu semua liriknya hilang bukan yang di playlist saya tapi setiap lagu (apapun) yang saya putar lirik nya tetap hilang, disana tertera ""tidak bisa membuat lirik untuk lagu ini"" padahal sebelum update masih ada dan fine saja, mohon secepatnya diperbaiki!.,2";2;Negative;;;;;;;
menurut gua aplikasi ini palinh the best dari semua nya, seluruh lagu yang gue cari pasti ada. suara nya juga jernih dan keras sesuai volume yang di tentuin juga. tapi buat kekurangan nya iklan di apk ini lumayan banyak dan cukup panjang juga kaya 25 - 30 detik gitu, dan gabisa di skip. kalo mau salin lirik juga kadang bisa kadang engga, subtitle nya juga ga sesuai sama apa yang di arti in. kalo di salin lirik nya bakal jaga jarak dan jadi keliatan kaya lebar banget. Ya segitu doang sih.,4;4;Positive;;;;;;;
playlist ini kosong. buka home untuk menemukan playlist khusus untukmu. ini maksudnya apa coba udah buka home tetap aja tidak bisa membuka/memutar musik, terus kalau di press lagu nya ada keterangan alihkan online untuk melihat menu padahal sudah online pengaturan spotify nya, data perangkat hidup. ini gimana ini,1;1;Negative;;;;;;;
Apkny sudah bagus banget untung mendengar musik, fitur-fitur yg ad di apk ny juga bagus. Tapi ntah kenapa setelah update sebagian lirik dari musik yg ad tidak dpt dilihat, di tambah adany pembatasan skip/lompatan setelah update padahal sebelumnya tidak ada,3;3;Negative;;;;;;;
Saya kasih bintang 3 karna lriknya kadang suka ngilang di beberapa lagu lain dan itu membuat saya kecewa. Padahal jaringannya bagus dan lancar tapi sayang kadang liriknya tidak memuat bahkan tidak ada jadi tolong di perbaiki lagi agar bisa memuaskan 🙏🙏,3;3;Negative;;;;;;;
ik harus premium dulu kalau mau bebas dengerin musik tapi gak harus setiap ganti lagu iklan bahkan lebih dari satu,1;1;Negative;;;;;;;
Kirain di update, liriknya akan muncul lagi, tapi sama aja. Tetap aja sebagian banyak lagu ga muncul liriknya. Makin di update makin pelit. Iklan nya 60detik tiap ga sampe 4 lagu. Ga bisa bebas lagi mencet lagu yg mana aj, ada limitnya huh, pdhl sblm di update masih lebih enak bgt.,2;2;Negative;;;;;;;
-iklan berlebihan mana suara iklannya 2x lipat dari lagu pulak, bikin kaget. Terus ada iklan yg dangdutan, anjj gue phobia dangdut. Dikira semua orang seneng dangdut apa?!!! Ada banyak alasan kenapa sebagian kecil orang ga suka dangdut. Kalo gue emang benci dan phobia banget makanya ga pernah hadir di hajatan. -banyak lagu yg dulunya berlirik sekarang gaada. Terutama lagu lagu klasik.,1;1;Negative;;;;;;;
Spotify memang the best banget aku suka banget tapi kalau lagu k-pop aku kurang suka tapi tetap aku kasih bintang lima paling sering sih aku dengerin lagu lagu sad ya soal nya aku sering sedih dan sakit hati 😔,5;5;Positive;;;;;;;
"mau langganan premium tapi kenapa saat proses pembayarannya selalu muncul ""tidak dapat terhubung"" padahal jaringannya bagus. TOLONG di perhatikanlah, kenapa se ribet ini mau langganan.,2";2;Negative;;;;;;;
Bagus tapi dikit dikit iklan premiun terus kalo ada orang yang ga punya duit itu bakal ganggu banget jadi tolong bikin biar bisa skip terus jangan 6x doang sama iklannya dikurangi masa baru 1 lagu udah iklan 2 lagi iklannya,3;3;Negative;;;;;;;
Anjir sumpah kalo lo mau dowload aplikasi ini mikir dulu baru aja ngedengerin dah iklan kalo lo gk premium kyk gitu plis jangan dowload kalo mau ngedengerin lagu harus liat iklan 30detik keburu tahun depan sumpah nyesel,1;1;Negative;;;;;;;
Kenapa hari ini selasa 5 des 2023 Spotify ku gak bisa dibuka, hanya muncul blank layar hitam, tdk ada tanda² apapun, tlg bantu.trimakasih.,5;5;Negative;;;;;;;
"J3lek mau bikin akun baru selalu gagal ""coba lagi"", login sama kek gitu, udh bisa login lama kelamaan ""anda saat ini mode offline"" gabisa buka musik sama sekali aneh bgt udh bbrp kali kek gini, dh d update, uninstall download ulang, restart hp ttp aja gabisa, BENER2 J3LEK DI PERBAIKI LAGI MALAH NYUSAHIN!!!!!!!,1";1;Negative;;;;;;;
Selamat pagi wahai admin,saya selaku pengguna aplikasi spotify ingin melaporkan sebuah masalah,saya sudah membeli paket premium selama 2 bulan,sekarang masih berlanjut,tetapi ada suatu kendala dimana beberapa lagu yg bisa didengarkan dulunya,sekarang telah berwarna gelap dan tidak bisa didengarkan,bahkan sebelum saya membeli premium,saya dapat mendengarkan semua lagu meskipun dengan iklan,tapi justru dengan membeli premiun,saya malah semakin rugi karena lagu yg tidak bisa didengar,mohon bantuany,3;3;Negative;;;;;;;
bagus si, cuma kok di beberapa lagu lirik nya jadi gabisa dimuat ? padahal sinyal + kuota bagus,4;4;Positive;;;;;;;
jadi gj,banyak iklan,ad bagian yg g ad di favorit gw kan aneh tapi gpp bagus buat yg suka dengerin lagu,4;4;Positive;;;;;;;
Tidak dapat memuat lirik lagu apa mksd nya itu ya tolong diperbaiki lagi dong soalnya dari dulu aku suka pake Spotify,3;3;Negative;;;;;;;
Kalau mslh premium gpp.. tp jngn terlalu dibatasi dong penggunaan aplikasinya.. lirik jg sering error skrng... Mohon bantuannya,4;4;Positive;;;;;;;
Versi gratis bisa putar musik di latar belakang, gak kayak youtube music yang harus bayar cuma putar di latar belakang doang.,5;5;Positive;;;;;;;
"Lirik nya ada beberapa yang tidak pas, dan saya mengalami kendala, yaitu ""Tidak Dapat Memuat Lirik Untuk Lagu Ini"" padahal saya ingin menghapal dan memperlancar seni musik saya :(,1";1;Negative;;;;;;;
Apl nya bagus dan menarik, kumpulan musiknya juga lumayan lengkap. Tapi semntara ini saya beri bintang lima karena, sedikit kurang nyaman dengan iklan, meski itu wajar sih di gua. Terimakasih,4;4;Positive;;;;;;;
Pas pertama untuk pake lagu dari Spotify baguss lancarr lama kelamaan haruss jadi gak bisa di putar lagunya wifi+seluler lancarr padahal lohh,4;4;Positive;;;;;;;
sukaa bgt sma spotify jujurr, udh lama pke spotify dan seneng bgt krna ada liriknya. cuma makin kesni mungkin pengguna yg non premium jdi gak bisa denger banyak lagu krna liriknya diilangin dan aku kecewa banget. aku tim pendengar yg suka pke lirik jadi sangat kecewa dengan spotify saat ini yg tdk menyediakan lagi lirik untuk *banyak* lagu yg ingin aku dengarkan.,2;2;Negative;;;;;;;
"""tidak dapat memuat lirik"" halah buat apa ngasih fitur lirik klo gabisa diliat, padahal jaringan oke kuota juga baru isi masa lirik gabisa dimuat. mending gausah dikasih sekalian, capek ini itu harus diatur ke premium, maksa!! yg dulunya sering buka spotify buat nenangin diri malah bikin stres,1";1;Negative;;;;;;;
Sebenarnya udah cakep yang versi sebelum-sebelumnya, lah sekarang pas di perbarui bukannya makin bagus malah makin kek taik, iklannya gak ngotak banget bjir.. trs masa mau milih lagu juga harus ada iklan nya dan sekarang lirik nya ada yang gak bisa di bukaaa?!, ini niat mau update atau malah memperburuk? Tolong banget ya ini apk nya udh bagus tapi ditingkatkan lagi performa nya, jangan makin kek taik gini 🙏,2;2;Negative;;;;;;;
Habis update knpa ya lgi dengerin music sering keluar/ berhenti music nya ,disini berhentinya bukan mati tapi dia seperti kita main game terus keluar sendiri , jadi susah apalagi pake blutooth , suara dh kencang malah Berhenti sendiri kan bikin malu,1;1;Negative;;;;;;;
Saya kira ini aplikasi bagus ternyata tidak, apa apa harus premium. Pokoknya gak bagus banget mending saya download lagu aja kalau mau dengerin musik. Menurut saya ini aplikasi gak banget.,1;1;Negative;;;;;;;
Good, memuaskan, iklannya mungkin bisa dikurangi udah itu ajah😊>ini Komen thn 2022,dan ini desember 23<aku suka banget dan sayang banget sama spotify, apalagi kilas balik 2023 dan itu bagus banget nggak sabar deh buat akhir tahun depan nungguin kilas balik nya lagi makasih banget buat spotify, ini aplikasi musik yang menurutku bagus banget dari yg lain😆😀😃😆😀😃🥰🤩😍,5;5;Positive;;;;;;;
Ini musiknya sering berhenti sendiri kadang suka kesel sama spotify hadehh fak kata gw teh😁, dan ini apa ya padahal udah nyalain data/wifi tapi musiknya malah gak bisa diputer. Anda sedang offline cenah dihh ANAK LANCIAU EMANG😐😐😐,2;2;Negative;;;;;;;
Kurang memuaskan, kebanyakan iklan, katanya offline,. Kalo gk punya data gak bisa di putar.. nyesel donlod hw apus ja apk nya,1;1;Negative;;;;;;;
Padahal bagus, tapi kenapa setiap mutar lagu itu cuma dapet keputar 1 atau 2 lagu, abis itu lagu nya berhenti sendiri tanpa sebab.,3;3;Negative;;;;;;;
Grgr terlalu bnyak iklan ku jdi males bgt pake spotify.. masa iya tiap 2 lagu trs iklan mana bnyak bgt lgi iklan nya iyasih ku gak pake premium tpi ini agak keterlaluan sih:|,3;3;Negative;;;;;;;
Aplikasi nya kadang close sendiri pas lagi dengerin musik, tolong bug ini diperbaiki lagi biar lebih enak pas dengerin musik ya,3;3;Negative;;;;;;;
Kita udah gk bisa mundur kemenit lagi dan harus acak lagunya. Klo gk mau harus bayar premium, namun terjadu kendala tidak ada koneksi!!!,1;1;Negative;;;;;;;
mendengarkan musik melalui Spotify bsa menemani saya saat perjalanan jauh banyak lagu jaman dahulu yg bsa di dengar melalui Spotify pokoknya mendengar musik melalui Spotify sangat menyenangkan,5;5;Positive;;;;;;;
suka sih suka, tpi jd males sama apk ny maksa bgt buat premium. lirik ny di ilangin, iklan bejibun. Jd bikin bm gbs putar lagu smbil nyanyi liat lirik,2;2;Negative;;;;;;;
kurang nyaman trlalu menuntut pengguna lain untuk premium dan banyak mengubah lirik tidak dapat dilihat kalau tidak premium.,2;2;Negative;;;;;;;
"Makasih udah bikin apk ini sangat suka sama lagu""nya udah jarang iklan pokoknya bagussttt bangeeetttttttt aku suka suka pokonya,5";5;Positive;;;;;;;
"Apk rusak,kenapa pada saat saya ingin membeli paket premium,selalu ada ""Tidak dapat terhubung"" dan di suruh coba lagi?padahal dulu saat beli paket premium tidak begini,kenapa sekarang menjadi aneh?tolong di perbaiki pihak spotify,1";1;Negative;;;;;;;
"Spotify nya cmn mslh dibagian lirik yg banyak TDK tersedia dan waktu saya masuk, jaringan [Wi-Fi] saya stabil dan bagus tetapi pas masuk dibilangnya jaringan saya ""OFFLINE"" kan aneh, gmansi sih perbaikij dong,3";3;Negative;;;;;;;
Banyak bugnya, seperti tidak dapat melihat lirik, ganti lagu padahal belum selesai dll, + iklan nya membuat saya malas mendengar kan Spotify lagi.,1;1;Negative;;;;;;;
Maaf kadang ada bug nih padahal pemutar lagu random itu berbayar kok saya ada juga ga bisa diulang putaran lagu nya nah terus karna ada putaran lagu random saya denger langunya sampai ke rekomendasi,3;3;Negative;;;;;;;
Terlalu banyak iklan!jadi malas aku. Trs ada bug juga, intinya yg paling ngeselin sih iklan nya,1;1;Negative;;;;;;;
kenapa setiap mau msuk spotify loading lambattttt sekali. padhaal jaringan baik2 saja. ada apa ini dengan spotify?? serba lemottt,1;1;Negative;;;;;;;
Knp yah, setiap saya ingin mendengar lagu barat kebanyakan tidak ada liriknya, padahal sudah saya update, tetap sama aja, gada liriknya itu knp yah, mohon di perbaiki, jdi agak susah kalo gada lirik, lagian apk lagu mana yg gada liriknya, pasti setiap apk lagu ada lirik lagunya, jdi mohon di perbaiki,3;3;Negative;;;;;;;
Bagus lah ni aplikasi 👍 kekurangan nya ada sedikit beberapa lagu yang gak ada liriknya atau kayak gak bisa dibuka lirik nya, jadinya saya kagak bisa baca liriknya karena entah mungkin error' atau semacam nya lah, tapi tetep bagus sih ni aplikasi👍👍,4;4;Positive;;;;;;;
bisaa gasi iklan podcast horror tu gausa di munculin, ud ku dislike berkali2 tetep aj masih masuk, beneran deee ganggu bgt kalo lg dengerin musik malem2 maaffff, tp ak tetep cinta spotify kok <3,3;3;Negative;;;;;;;
Terimakasih spotify atas kilas baliknya saya sangat terharu Spotify adalah aplikasi musik terbaik menurut saya! :),5;5;Positive;;;;;;;
EROR!! tiba-tiba mati sendiri padahal koneksi bagus, kebanyakan iklan jadi keganggu,,2;2;Negative;;;;;;;
Aku suka spotify , bagus bgt , tapi itu loh pls bgt jangan ada iklan hororr nya aku kalau mandi kan bawa hp untuk nyalain musik habis musik nya selesai malah ada kyk iklan ada wanita berambut panjang bla bla bla , habis itu aku kecilin volume sampe paling kecil , itu ya spotify yang mau aku omongin thx maaf ya kalau ada kata yang menyinggung terima kasihh,3;3;Negative;;;;;;;
Kacau sekarang perhari dibatasi dengerin lagu yang kita mau,abis itu diputar sesuai rekomendasi dari spotify wkwkw,sering banyak iklan,lirik lagu banyak yang hilang,dan lagu banyak yang ga bisa diputar....buat yang mau download pikir pikir dulu dah,1;1;Negative;;;;;;;
Ini kenapa sih selalu ada masalah jaringan pas mau beli paket pake pembayaran pulsa, tolong diperbaiki padahal jaringan bagus emang butuh seberapa kenceng sih cuman buat pembayaran doang?,2;2;Negative;;;;;;;
Masih kurang bagus apk nya,tpi gpp saya kasih bintang 3 aja,tpi tolong jgn banyak sekali iklan dan beberapa penawaran premium,karena sya tidak sering sekali memakai apk Spotify ini!!!,3;3;Negative;;;;;;;
Kok sekarang jadi gak kaya biasanya, setelah ku update sekarang malah beberapa lagu gk ada liriknya padahal dulu ada sekarang gak ada, tolong ini di perbaiki lagi ya, jdi klo lagi musik an gk bsa liat liriknya,1;1;Negative;;;;;;;
Lagu nya lengkap, iklan nya gak terlalu banyak jadi bisa menikmati musiknya, tapi sayangnya lagu yg lirik Jepang atau sebagainya gak ada versi latin.,5;5;Positive;;;;;;;
Spotify nya dah bagus tapi mau mencet lagu yang ku suka kayak jiw yang bersedih malah gak bisa tulisannya dapatkan premium terus malah lagu yang lain tolong ini kenapa ya 🙏🙏,1;1;Negative;;;;;;;
"Spotify kenapa ya? Tiap saya logout pas mau login lagi tuh selalu muncul tulisan ""coba lagi"" terusss, padahal email sama sandi nya benar dan jaringan nya juga lancar. Akhir nya saya harus bikin akun baru lagi, ngeselin.,3";3;Negative;;;;;;;
Saya suka aplikasinya, dengar musik di Spotify suara lebih jernih kalau dibandingkan dengan lagu-lagu yang kita download digaleri musik.,5;5;Positive;;;;;;;
Di update malah ga bisa dengerin lagu kayak biasa,puter lagu ini malah ke yang lain,harus premium mulu emng ga boleh ya yang gratisan?:(,3;3;Negative;;;;;;;
Wah spotify ini bagus banget aku jadi suka dengerin lagu kalo lagi gabut pasti deh suka banget ngedengerin tapi suka ada iklan kalo lagunya udah tamat pasti selesai,5;5;Positive;;;;;;;
"Kenapa di setiap lagu ""lirik tidak dapat dimuat"" Ga ada liriknya plis padahal udh di update, cuma ini aja sih kendala nya selebihnya spotify itu bagus bangettttt,4";4;Positive;;;;;;;
setelah di update Spotify cuma menampilkan lirik untuk lagu tertentu,yang lainnya nggak ada liriknya,tolong diperbaiki lagi ya.,1;1;Negative;;;;;;;
Mempermudah saya untuk mendengar lagu yang ingin saya dengar dalam satu aplikasi. Dan lagu-lagunya bagus. Terbaik deh buat Spotify💖💖,5;5;Positive;;;;;;;
Mengapa Spotify saya tidak ada koneksi internet, padahal rumah saya di kota dan juga jaringan saya bagus dan stabil, serta data atau paket internet saya ada, tetapi Spotify saya tidak ada koneksi internet di hp infinix hot 10 play?,1;1;Negative;;;;;;;
"Tolong apk nya bagus sangat bagus, cuma tolong iklannya dihapus krna menggangu sya lagi mendengar musik tb"" ada iklan sangat menggangu saya sedang santai smbil memutar musik selalu terganggu iklan , and iklan nya juga kadang banyak yang horror saya jadi merasa sangat terganggu sama iklan tersebut dan merasa merinding, jdi tlong hapus ikannya sya sngat terganggu dn g bikin relax 💆saat sya santai smbil mendengarkan lagu 🎵, and tiap sya memutar lagu saja langsung, ada iklan yg muncul,3";3;Negative;;;;;;;
"Entah kenapa memuatnya lama sekali dan saya keluar lalu masuk aplikasi lagi kemudian sewaktu ingin login selalu gagal dan muncul perintah ""coba lagi"". Lalu saya kemudian tekan "" Coba lagi"" Dan selalu gagal, padahal internet saya lancar dan tidak ada pembatasan data pada aplikasi tersebut.,1";1;Negative;;;;;;;
Untuk apk ny.. udh cukup bagus, TPI kenapa pas sy putar lagu berulng², kok malah harus nunggu di putar LG bsok,... Padahal kemarin² enggak Bgitu!!???,3;3;Negative;;;;;;;
"Gw lbh suka ma spotify yg dlu karena klo sekarang cm mo ganti lagu aja di suruh ganti ke premium trus jg byk bgt iklannya skarang jd mls dengerin lagu dr spotify gr"" g bisa pilih lagu sesuka gw Sekian Terima Gajii-_-,2";2;Negative;;;;;;;
Minta tolong lah, iklannya jangan iklan podcast horor. Dengar musik sering diatas jam 12 malam lo. Masak iya iklannya horor.. Tolong iklannya diganti spotify,5;5;Positive;;;;;;;
Udah berkali2 nge dislike iklan horor, tapi tetep diputer terus. Gimana sih? Terus fungsinya dislike di iklan apa? Edit : sekarang malah jadi horor semua,1;1;Negative;;;;;;;
Apalahniii rata-rata musik yang aku tambahin ke playlist ku tidak ada liriknya. Padahal lagu yang aku tambahin itu lagu official dan di tampilannya terdapat lirik tapi kok setelah di play tidak ada liriknya. Ku rating 2 bintang gegara tidak ada lirik. Padahal pengen nyanyi sambil baca lirik tpi ngga ada😠🤬😡🤬.,2;2;Negative;;;;;;;
"Gajelas ujungnya di suruh bayar pas sy mo dengerin lagu kirain saya gratis gjls banget sy di suruh bayar.gk guna bilang nya ""dengarkan musik secara gratis"",1";1;Negative;;;;;;;
Ini aplikasi buat dengar musik tanpa iklan yg saya suka. Sekali coba download ,saya langsung suka..makanya saya beri 5 bintang. Semoga kedepannya bisa tamba lebih bagus lagi...,5;5;Positive;;;;;;;
Lirik lagu tidak bisa muncul padahal sudah premium lagu sering berhenti sendiri aplikasi sering tutup sendiri,2;2;Negative;;;;;;;
Bagus sih apknya, cuma gua kesel banget banget banget klo ada lagu yg g ad liriknya.. kenapaaaa gitu loohhhh??? Pdhl gua niatnya donlot ini buat nyatet lirik lahu,3;3;Negative;;;;;;;
Ini Spotify error kah atau gimana kok ada tulisan offline mulu ya padahal kuota banyak wifi kenceng,Aneh!!!!!,1;1;Negative;;;;;;;
Tolong buat iklan Spotify nya agar diganti,jangan yang horror horror,soalnya gara gara iklan Spotify pas lagi berkendara malam hari jadi hilang konsentrasi sangking parno nya,1;1;Negative;;;;;;;
Plisslah awal download masih biasa, masa skarang gak bisa beli premium semdiri, tidak dapat terhubung terus, harus bgt beli premium di orang, gak ngrti apa ny yg salah prasaan dulu beli sndiri juga gapapa,1;1;Negative;;;;;;;
Ter untuk spotify tuluuuung kurangin iklannya , karena banyak lagu favorit , lalu kurangin iklan serem serem trauma aku dengernya , that's all thank you,4;4;Positive;;;;;;;
Tidak terlalu buruk. Hanya sedikit kekecewaan pada aplikasi ini. Seperti terlalu banyaknya iklan. Dan fiture premium yang menurut saya mengganggu. Ditambah pencarian lagu yang tidak akurat. Dan masih banyak lagu yang tidak ada. Padahal ada.,4;4;Positive;;;;;;;
bagus sih bagus, cuma kenapaa si klo siang² dpt iklan normal2 aja giliran malem² iklan podcast horor, awalnya aku biasa aja tpi gtw knp jdi emosii bjir, dh gitu doang bay,4;4;Positive;;;;;;;
spotify, tolong bgt iklan podcast horrornya di hilangkan. banyak org yg ga nyaman, termasuk saya. terima kasih.,3;3;Negative;;;;;;;
udah di bilangin di banyak media kalo pada ga suka ada iklan podcast horor, rada nge nganggu eh ko malah makin banyak podcast horor nya padahal tadi nya cuma satu sekarang jadi banyak hadeh,2;2;Negative;;;;;;;
Lengkap Pilihan Lagu dan Mudah untuk digunakan, selalu update dengan Musisi Senior,Junior, Lagu Lama & Baru, Lintas Generasi,Benua dan Kepercayaan Lanjutkan membuat penikmat Musik dimanapun merasakan kemudahan tanpa Batas,5;5;Positive;;;;;;;
cara biar gaada suara pas share lagu ke story ig gimana sih? biasanya juga engga ada suara lagu nya,3;3;Negative;;;;;;;
Udah lagunya gak lengkap, banyak iklan. Biaya langganan perbulan terlalu mahal, Lo pikir dunia seenak gitu bro?,1;1;Negative;;;;;;;
Banyak bug,tidak bisa memakai WiFi,kalau bisa bug ya di perbaiki,aplikasi sampah,1;1;Negative;;;;;;;
"Hampir semua login saya pakai namun tetap ada tulisan ""terjadi kesalahan"" atau ""ada kesalahan"" jika tidak diperbaiki sayang sekali aplikasi buruk semoga cepat tutup,1";1;Negative;;;;;;;
"KAGET SAMA IKLAN ""TAREK TAREK"", udah lama pake spotify, tapi baru kali ini kaget dengerin iklannya, btw kok buat lagu barat gaada liriknya?, males bat deh😮‍💨, padahal udah oke, makin lama updateannya makin gajelas,4";4;Positive;;;;;;;
"Pas saya lagi dengerin lagu malem"" ehh muncul iklan podcast horor auto matiin volume dahh, saran saya cuma mau ngilangin iklan podcast horor sih 'D,3";3;Negative;;;;;;;
Knp pas saya setel lagu yg mau saya setel malah bunyinya lagu lain?, ini bener bener aneh bgt tau. Tolong diperbaiki agar bisa lebih bagus lagi, sekian dan terimakasi.,3;3;Negative;;;;;;;
iklan nya banyak nya ga ngotak, hampir setiap 1 lagu selesai pasti ada iklan nya, lirik nya juga pada ga bisa di muat padahal di lagu itu ada liriknya tapi gatau kenapa ga bisa di muat😭,2;2;Negative;;;;;;;
Tolong ya min,diperbaiki kembali iklan iklan podcast nya,saya kurang suka dengerin iklan podcast tentang horror horror,udh sering saya dislike msih aja muncul iklan podcast horrornya,1;1;Negative;;;;;;;
Teruntuk developer nih Beberapa ada bug di spotify 1. Tiba-tiba spotify beralih offline trus gak bisa dengar 2. Tidak ada lirik lagu,3;3;Negative;;;;;;;
aneh udah lama pake yg ga premium giliran pas mau beli nyoba yg murah gabisa loading terus hp udah Snapdragon gen2 sinyal pake wifi 100mbps masih gabisa pake mod ajalah,3;3;Negative;;;;;;;
Mengapa sebagian lagu tidak dapat melihat liriknya, tolong untuk hal ini segera diperbaiki demi kenyamanan pengguna, jika telah diperbaiki sayala akan mengubah rating saya.,1;1;Negative;;;;;;;
Serba premium semua, mau dengerin musik dengan cara kualitas rendah harus premium juga, woilah yang bener aja? Yang gk premium harus dengerin musik kualitas tinggi yg dimana nguras banyak data....mana sering lag lagunya padahal main game lain lancar,4;4;Positive;;;;;;;
"Sebenarnya udh bagus tapi kadang kalo mau nyetel lagu , ada tulisan ""pilih lagu untuk di putar lagi besok"" itu emang udah dari sananya ya?tapi seingat aku dulu mencet tombol ""tutup"" langsung bisa tapi ini ga bisa. Kalo udh di perbaiki aku kasih bintang. 5,3";3;Negative;;;;;;;
Udah oke , cuma kalo kita lagi dengerin musik pasti bakal ga bisa ke skip atau milih yang lain , dan lagu juga berpindah ke artis yang lain , iklannya juga mengganggu, dan iklannya juga aga lama karena dia sering muncul selama 30 detik atau 1menit , dan itu mengganggu kenyamanan saya saat sedang mendengarkan lagu , dan untuk premium , tolong yang ga premium bebas kan lagi karena saya cukup kecewa karena ada batasan memilih lagu.,3;3;Negative;;;;;;;
Update lu ngerugiin banget. Malah fiturnya di persingkat dan agak memaksa untuk membeli premium. Padahal kan enak bisa ganti ganti lagu, puter ulang musik,1;1;Negative;;;;;;;
Terlalu banyak yang premium jadi harus beli dulu gimana sih yang awalnya ga premium kok jadi premium semua...tolong jangan banyak² premium nya...jadi susah kalo mau dengerin lagu harus beli paket premium dulu deh...bagus² sih lagunya tp kalo premium gini jadi males....mau dengerin lagu enak² tp malah premium...,3;3;Negative;;;;;;;
Padahal tadinya seruu kok sekarang liriknyaa ada yang ga bisa padahal sinyal jaringan ga kenapa napa dan ternyata bukan saya aja yang lain juga sama bermasalah soal bagian lirik . Udah hapus cache udah uninstall terus install ulang masih tetep sama .,2;2;Negative;;;;;;;
Sebenernya dah bagus cuma,banyak lagu yang tidak dimuat dengan lirik padahal sebelumnya gak kayak gitu. Plis spotify balikin lagi lirik lagunya yang ilang soalnya cuma spotify aplikasi yang sering gue nyanyiin lagu lagunya😭🙏🏻 gue mau nyanyi jadi kek ga apal lirik 😭,3;3;Negative;;;;;;;
Spotify sekarang kenapa ya?? kok banyak lagu yang pada hilang dan tidak tersedia?? terus sering banget ngga muncul liriknya padahal sinyal wifi bagus. Tolong diperbaiki!!,3;3;Negative;;;;;;;
Setelah d update apk nya kok gini. Akun sudah premium, shuffle n autoplay udah mati. tapi setiap playlist selesai, lagu yg disarankan ke play sendiri. Gimana sih ?,2;2;Negative;;;;;;;
Bagus apknya, lagu yang disediain juga banyak dari dangdut sampek rock juga ada. Tapi sekarang setiap lagu kadang ada lirik kadang nggak ada loh, padahal dulu ada, apknya juga udah aku update. Apa punya aku aja ya yang kadang ada lirik atau nggak? Tolong diperbaiki kalo disetiap pengguna juga ada masalah sama liriknya 🙏🏻,3;3;Negative;;;;;;;
Ini apk nya kebanyakan iklan woy!! minimal iklan tuh 2/1 aja, ini nggak iklannya sampe 4 kali ada mana 30 detik semua trs lirik lagu ga bisa memuat padahal sinyal jelas jelas bagus, emang lirikhya mau diapain sih???. BETULIN TUH SEMUA FITUR GA JELAS KURANGIN IKLANNYA BENERIN TEMPAT LIRIK LAGUNYA!!!!!,1;1;Negative;;;;;;;
udah di update, bahkan sampe di uninstall juga tetep gabisa muncul liriknya. kebanyakan iklan juga, kadang tiap dua lagu langsung ada iklan. yang bikin kesel itu sekarang hampir semua lagi di playlist ga ada liriknya, lagi ngebug atau gimana?. tolong ya segera di benerin.,3;3;Negative;;;;;;;
Kepada pihak spotify, aku kurang suka karna sekarang apa-apa harus premium. Jadi gak nyaman banget, padahal hanya ingin putar lagu. Ya aku tahu kamu mau orang berlangganan premium, tapi batasin lah jangan apa-apa harus premium. Gak nyaman banget pemakaian nya sekarang. Dan urutan lagu juga acak² bangett, tapi its ok lah buat problem satu ini. Tapi yang lainnya? Ga tahu lagi deh. Oh ya dan setiap mau putar lagu lainnya pasti muncul iklan, mana durasi 30 detik. bahkan 1 lagu bisa 1-2 iklan, gila.,2;2;Negative;;;;;;;
Aneh banget. Akun ku tiba2 hilang. Trus suara musik di aplikasi nya jadi kecil. Padahal udah full volume nya. Di aplikasi lain suara nya besar. Tolong ini kenapaaa. Ahh,2;3;Negative;;;;;;;
bagus,tp lirik nya knp ga kaya dulu lagi?? jujur aku ga nyaman sama Spotify yg sekarang,yang dimana dulu liriknya sesuai dgn lirik lagunya,skrg ngga,skrg lirik yg berjalan gak pas sama yang dinyanyikan,malah kadang liriknya gak jalan sama sekali,walau ini sepele tapi menurutku ini jg bisa bikin org ga nyaman soalnya org org udh pada nyaman sama lirik yg jalan sesuai nyanyian nya,tp begitu diganti kaya gini rasanya aneh dan bikin males kalo mau dengerin lagu di spotify.,3;3;Negative;;;;;;;
"kenapa sekarang jadi gabisa liat lirik nya, setiap lagu pas saya mau baca lirik nya malah ada tulisan ""tidak dapat memuat lirik untuk lagu ini"" Hampir di semua lagi malahan, tolong ya mas mbak apk nya di perbaiki lagi, klo gini malah saya ga nyaman, tolong di perbarui lagi biar liriknya bisa di liat🙏🙏🙏,1";1;Negative;;;;;;;
